,active,address,address_line_2,city,county,createdate,dayphone,license,organization,state,type,ubi,zip
1509,ACTIVE (ISSUED),7521 POSTMA RD   STE A,STE A,MOXEE,YAKIMA,20180409,5092631186,416417,SATIVA GROUP,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6033563190010000,989369706
1510,PENDING (ISSUED),233 BRUENN AVE,,BREMERTON,KITSAP,20180625,2535143948,424047,SEATAC PROCESSING GROUP,WA,MARIJUANA PROCESSOR,6033594730010000,983123107
1511,ACTIVE (ISSUED),12125 TREOSTI RD STE A,,SNOHOMISH,SNOHOMISH,20180504,2066502782,413690,TWO BROTHERS,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6012287380010000,982900000
1512,PENDING (ISSUED),18407 STATE ROUTE 20,,WINTHROP,OKANOGAN,20180328,2087204799,412635,ASPEN HOLLOW,WA,MARIJUANA PRODUCER TIER 3,6026671740010000,988620000
1513,ACTIVE (ISSUED),35702 NW TOENJES RD STE 1,425584,WOODLAND,CLARK,20180502,5035238448,412593,GENSYS ONE,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6033494870010000,986743721
1514,PENDING (ISSUED),6369 MT BAKER HWY STE A,,DEMING,WHATCOM,20180605,3603935507,416683,EAGLE TREE FARMS,WA,MARIJUANA PRODUCER TIER 2,6029867770010000,982449547
1515,ACTIVE (ISSUED),1315 N 1ST ST,,YAKIMA,YAKIMA,20180605,5094802097,354876,HAPPY TIME,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6035158110010000,989011801
1516,ACTIVE (ISSUED),281 MILL CREEK RD STE A,,LONGVIEW,COWLITZ,20180521,3605777734,412123,HERBAN MYTH,WA,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,6033469380010000,986329783
1517,PENDING (ISSUED),2916 STATE STREET STE J,,EVERETT,SNOHOMISH,20180606,2067143332,413460,"GRANDMA'S GARDEN, LLC",WA,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,6033549050010000,982013842
1518,ACTIVE (ISSUED),2515 HARTFORD DR STE B,,LAKE STEVENS,SNOHOMISH,20180612,4252203318,415771,HANG ROOTS,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6032361080010000,982580000
1519,ACTIVE (ISSUED),4260 PACIFIC HWY,,BELLINGHAM,WHATCOM,20180514,2067558086,416887,DIESEL PROPAGATION,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6033606300010000,982260000
1520,ACTIVE (ISSUED),21127 STATE ROUTE 9 SE,,WOODINVILLE,SNOHOMISH,20180606,2063352683,414495,EUPHORIUM,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6033549340010000,980729703
1521,PENDING (ISSUED),4336 ROOSEVELT WAY NE STE C,,SEATTLE,KING,20180418,2062854005,421804,THE JOINT,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6033531960010000,981054764
1522,ACTIVE (ISSUED),1904 STEWART STREET,,TACOMA,PIERCE,20180423,2069991112,413012,YOTANEE,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6027694640010000,984212921
1523,ACTIVE (ISSUED),1106 CANNON WAY   STE C,STE C,COLVILLE,STEVENS,20180409,4254442925,416108,POTLUCK,WA,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,6034577590010000,991140000
1524,ACTIVE (ISSUED),4107 E SPRAGUE AVE,,SPOKANE,SPOKANE,20180405,2082904347,422278,LOVELY BUDS,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6035877900010000,992024850
1525,ACTIVE (ISSUED),69 E PARK AVE SUITE 1,SUITE 1,PORT TOWNSEND,JEFFERSON,20180510,3608081478,417356,JEFFERSON COUNTY CANNABIS SPC,WA,MARIJUANA PROCESSOR,6033205230010000,983680000
1526,PENDING (ISSUED),73 PIT RD STE B,,BREWSTER,OKANOGAN,20180508,8054054510,413335,KIBBLE JUNCTION,WA,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,6033308610010000,988129676
1527,ACTIVE (ISSUED),2000 ROZA DR STE 103,,ZILLAH,YAKIMA,20180521,4255778224,424788,VICTORY CANNABIS WA,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6033491900010000,989539361
1528,ACTIVE (ISSUED),1428 OLYMPIC HWY S   STE A,STE A,SHELTON,MASON,20180430,3604272990,415183,"TJ'S CANNABIS BUDS, OILS, AND MORE",WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6035502430010000,985840000
1529,PENDING (ISSUED),30334 SE 26TH STREET STE C,STE C,FALL CITY,KING,20180411,2533709804,412566,CINC-O-DOS,WA,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,6034833520010000,980247600
1530,ACTIVE (ISSUED),"100 MAIN ST SUITES 10, 2B & 1","STE 10, STE 2B & STE 1",MONITOR,CHELAN,20180514,5098818949,412815,EVERGREEN PRODUCTION,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6040459230010000,988369800
1531,ACTIVE (ISSUED),24 THAYER SOUTH RD  STE A,SUITE A,OROVILLE,OKANOGAN,20180421,3609015985,422323,URBAN FARMS OF WASHINGTON,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6033067980010000,988449224
1532,ACTIVE (ISSUED),318 MILL ST  STE 420,SUITE 420,SHELTON,MASON,20180515,3605204025,415788,VAN HARTEN,WA,MARIJUANA PRODUCER TIER 2,6033177130010000,985840000
1533,ACTIVE (ISSUED),6241 COTTONWOOD RD,STE A,WALLA WALLA,WALLA WALLA,20180403,5093015401,416127,ALDEN JAY FOOTE,WA,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,6033599370010000,993621593
1534,ACTIVE (ISSUED),23407 PACIFIC HWY S,,DES MOINES,KING,20180430,2069724490,414295,GREENSIDE,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6033489910010000,981988738
1535,ACTIVE (ISSUED),166 BENSON CREEK DR,STE C,TWISP,OKANOGAN,20180309,2062613176,415805,DANDY EXTRACTORS LLC,WA,MARIJUANA PROCESSOR,6041532990010000,988569605
1536,ACTIVE (ISSUED),824 S 28TH ST STE C,,TACOMA,PIERCE,20180403,4256473842,414540,COOKIE CUTTER FARMS,WA,MARIJUANA PRODUCER TIER 1,6040431000010000,984098105
1537,ACTIVE (ISSUED),1570 N NATIONAL AVE SUITE 105,,CHEHALIS,LEWIS,20180310,5055507710,421900,GYPSY GREEN,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6032945690010000,985322215
1538,ACTIVE (ISSUED),13026 W MCFARLANE RD BLDG D3-1,,AIRWAY HEIGHTS,SPOKANE,20180426,5092209839,413075,BLUE ROOTS CANNABIS,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6033497960010000,990015099
1539,ACTIVE (ISSUED),4014 E SPRAGUE AVE,,SPOKANE,SPOKANE,20180426,9496569559,426700,AXABRA,WA,MARIJUANA PRODUCER TIER 3,6033491280010000,992024849
1540,ACTIVE (ISSUED),1250 W SCHREIBER RD,,KETTLE FALLS,STEVENS,20180403,5096754229,415881,DARING FARMS,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6033876720010000,991415032
1541,ACTIVE (ISSUED),1874 BATUM RD N  STE 100,STE 100,RITZVILLE,ADAMS,20180503,2063130722,417064,COUGAR MOUNTAIN GREENS,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6033632310010000,991590000
1542,ACTIVE (ISSUED),3660 LINDSAY RD SUITE 1M,,EVERSON,WHATCOM,20180612,3603937212,414230,GRASSIN FARMS,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6033580610010000,982479250
1543,ACTIVE (ISSUED),5805 E SHARPE AVE STE 2,,SPOKANE VALLEY,SPOKANE,20180324,5099617691,417586,PREMIUM CREATIONS,WA,MARIJUANA PROCESSOR,6034898820010000,992120000
1544,ACTIVE (ISSUED),1840 W BLACK ARROW LANE,,OTHELLO,ADAMS,20180322,5094302072,426467,RADAR RIDGE FARMS,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6033507740010000,993442200
1545,ACTIVE (ISSUED),16810 415TH AVE SE STE A-3,,GOLD BAR,SNOHOMISH,20180426,4253155439,412429,PRECISION ENTERPRISES,WA,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,6021304530010000,982510000
1546,ACTIVE (ISSUED),11311 HWY 99,,EVERETT,SNOHOMISH,20180509,4254443456,350766,BLOOM CANNABIS,WA,MARIJUANA RETAILER,6033549360010000,982044816
1547,ACTIVE (ISSUED),267 SALMON CREEK RD LOT A,#A,OKANOGAN,OKANOGAN,20180403,3607912466,423101,FRESH PRODUCTIONS,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6025896330010000,988408244
1548,ACTIVE (ISSUED),81 ONEIL RD STE A,,OROVILLE,OKANOGAN,20180403,2532276623,416479,MORELLI ENTERPRISES,WA,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,6033605120010000,988449550
1549,ACTIVE (ISSUED),6733 STATE HWY 303 NE,,BREMERTON,KITSAP,20180607,3606337379,421877,THE CANNABIS CROSSING,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6036222590010000,983113736
1550,PENDING (ISSUED),65 SIMMONS RD STE 1,,MONTESANO,GRAYS HARBOR,20180523,3605009079,412804,JR'S,WA,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,6035041430010000,985639526
1551,ACTIVE (ISSUED),26725 E MOFFAT RD   STE A,,NEWMAN LAKE,SPOKANE,20180517,5099909815,415691,LOUIS W,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6033486070010000,990259456
1552,ACTIVE (ISSUED),2424 N MONROE STREET,,SPOKANE,SPOKANE,20180518,2067357072,420898,GREENHAND,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6032194300010000,992053349
1553,ACTIVE (ISSUED),4428 WILLIAMS VALLEY RD STE A,,CLAYTON,STEVENS,20180329,5099992989,412066,SAVAGE THC,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6035850260010000,991109745
1554,ACTIVE (ISSUED),391 E EXPORT RD,,SHELTON,MASON,20180321,3604623400,412741,AGROPACK,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6033514000010000,985840000
1555,ACTIVE (ISSUED),16 COW TRAIL RD,,TONASKET,OKANOGAN,20180430,2066600082,412756,MMS GARDENS,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6033187730010000,986650000
1556,PENDING (ISSUED),26268 12 TREES LN NW BLDG6 110,BLDG 6 STE 110,POULSBO,KITSAP,20180326,2064514480,416311,SOUND EXTRACTS,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6034978900010000,983706402
1557,ACTIVE (ISSUED),46415 E BADGER RD   STE A,STE A,BENTON CITY,BENTON,20180424,4258900275,412072,EXPERIENCE ORGANICS,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6032962400010000,993200000
1558,ACTIVE (ISSUED),42215 284TH AVE SE STE A,STE A,ENUMCLAW,KING,20180508,2066737163,416926,THUNDER CHIEF FARMS,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6040535650010000,980229227
1559,ACTIVE (ISSUED),1006 CALIFORNIA WAY,,LONGVIEW,COWLITZ,20180326,3603533628,414243,LOCALAMSTER,WA,MARIJUANA RETAILER,6041937950010000,986321615
1560,PENDING (ISSUED),1926 PINE CREEK RD UNIT 4,,TONASKET,OKANOGAN,20180619,4259492873,416870,SUN GROWN ORGANIX,WA,MARIJUANA PRODUCER TIER 3,6033596130010000,988550000
1561,ACTIVE (ISSUED),186 CHEROKEE RD   STE F,STE F,OMAK,OKANOGAN,20180420,4252418578,412828,ERHART CANNABIS CO,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6034475570010000,988410000
1562,PENDING (ISSUED),3202 E PORTLAND AVE,,TACOMA,PIERCE,20180522,2532729333,414449,WORLD OF WEED,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6034023650010000,984044929
1563,ACTIVE (ISSUED),12827 SE 40TH PL,,BELLEVUE,KING,20180504,4252562662,421777,GREEN THEORY FACTORIA,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6034112390010000,980061232
1564,ACTIVE (ISSUED),2000 ROZA DRIVE PEN A,PEN A,ZILLAH,YAKIMA,20180416,2062009849,416615,AKULE STREET,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6026455350010000,989530000
1565,ACTIVE (ISSUED),221 OMAK RIVER RD,,OMAK,OKANOGAN,20180522,5098990671,412211,BREEDEN FARMS,WA,MARIJUANA PRODUCER TIER 3,6035763150010000,988419673
1566,ACTIVE (ISSUED),3014 S 320TH ST,,FEDERAL WAY,KING,20180621,2064657550,424430,MODERN CREATIONS,WA,MARIJUANA RETAILER,6033573650010000,980035421
1567,ACTIVE (ISSUED),10064 ENTIAT RIVER RD  UNIT A,UNIT A,ENTIAT,CHELAN,20180605,2068528620,416500,GOLDEN GARDENS COMPANY,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6033607970010000,988220000
1568,ACTIVE (ISSUED),396 EVERGREEN DR,,NORTH BONNEVILLE,SKAMANIA,20180320,5099013798,426458,WASHINGTON STATE CANNABIS,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6033539510010000,986390000
1569,ACTIVE (ISSUED),234805 E STRAIGHT BANK RD #D,STE D,KENNEWICK,BENTON,20180409,5093790717,417083,NUGS,WA,MARIJUANA PRODUCER TIER 3,6033604070010000,993370000
1570,ACTIVE (ISSUED),6186 STATE ROUTE 20 STE B,,ANACORTES,SKAGIT,20180524,2062097254,426849,WESTERN BUD,WA,MARIJUANA RETAILER,6040676660010000,982218496
1571,ACTIVE (ISSUED),9034 BEAVER VALLEY ROAD,,CHIMACUM,JEFFERSON,20180523,2066818394,413492,CHIMACUM CANNABIS,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6035262460010000,983258781
1572,ACTIVE (ISSUED),5160 LOWER GREEN CANYON RD #A,,ELLENSBURG,KITTITAS,20180511,4252602104,412357,BLUE ROCK ACRES,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6033495610010000,989260000
1573,ACTIVE (ISSUED),1411 E OLIVE WAY,,SEATTLE,KING,20180326,4256985381,413996,NORTHWEST CANNABIS,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6031041270010000,981222127
1574,ACTIVE (ISSUED),13003 TUKWILA INTERNATIONAL BL,UNIT A,TUKWILA,KING,20180406,2062350635,422303,FORBIDDEN FLOWER,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6035905870010000,981680000
1575,PENDING (ISSUED),1891 E LEE RD STE A,,WASHTUCNA,ADAMS,20180403,5093942453,413018,THE GREEN GREEN GRASS OF HOME,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6033520140010000,993719746
1576,ACTIVE (ISSUED),16810 415TH AVE SE STE C-1,,GOLD BAR,SNOHOMISH,20180103,2067558857,416235,WASHINGTON GROW SOLUTIONS,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6034661460010000,982519351
1577,ACTIVE (ISSUED),"31150 COSGROVE RD N, STE A",,ALMIRA,LINCOLN,20180606,5096810011,412830,GOOD VIBES CANNABIS COMPANY,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6033524140010000,991038729
1578,ACTIVE (ISSUED),39355 E ORCHARD RD  STE A,,DAVENPORT,LINCOLN,20180611,2065513371,416621,BUDS UNLIMITED,WA,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,6023268380010000,991220000
1579,ACTIVE (ISSUED),12001 AURORA AVE N STE B,UNIT A,SEATTLE,KING,20180504,4257738435,412885,NANA'S SECRET,WA,MARIJUANA PROCESSOR,6032815800010000,981138249
1580,ACTIVE (ISSUED),17737 59TH AVE NE,,ARLINGTON,SNOHOMISH,20180427,2069799681,416129,OORI,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6033599460010000,982236452
1581,ACTIVE (ISSUED),9510 14TH AVE S UNIT A,UNIT A,SEATTLE,KING,20180420,2068182046,413202,ALFHILD VENUTURES,WA,MARIJUANA PROCESSOR,6033560860010000,981085065
1582,ACTIVE (ISSUED),7741 ARAB DR SE SUITE C,,TUMWATER,THURSTON,20180330,3603011842,412349,CASCADIA,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6033160530010000,985016970
1583,ACTIVE (ISSUED),28221 N NORTH RD,,DEER PARK,SPOKANE,20180530,3604204258,416340,47 DEGREES NORTH,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6033531780010000,990069363
1584,ACTIVE (ISSUED),37315 N FRIDAY LN,,ELK,SPOKANE,20180514,5099398433,412409,ORANGE STATE,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6033507150010000,990090000
1585,ACTIVE (ISSUED),1405 W HALF MOON RD,,COLBERT,SPOKANE,20180316,5093272777,423204,KOUCHLOCK PRODUCTIONS,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6031046500010010,990050000
1586,ACTIVE (ISSUED),3211 CITATION RD NE STE B,,MOSES LAKE,GRANT,20180327,5097601980,418294,RAY'S GARDEN,WA,MARIJUANA PROCESSOR,6022862480010000,988370000
1587,ACTIVE (ISSUED),3919 MALAGA ALCOA HWY,,MALAGA,CHELAN,20180620,2533813608,414462,DOUBLE DELICIOUS,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6033764960010000,988280000
1588,ACTIVE (ISSUED),532 132ND ST SW,,EVERETT,SNOHOMISH,20180626,2083403971,412239,DRAGON HIGH,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6033189870010000,982047318
1589,PENDING (ISSUED),51 MORGAN ST UNIT B,,DAVENPORT,LINCOLN,20180417,2062269725,421687,NATURAL GREEN,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6035707080010000,991220000
1590,ACTIVE (ISSUED),19531 183RD WAY SE STE A,,RENTON,KING,20180530,2062271060,416857,SWEET AMBROSIA,WA,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,6033107770010000,980589737
1591,ACTIVE (ISSUED),920 PETTIT ST,,HAMILTON,SKAGIT,20180417,2065950517,416854,URBAN HERB,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6033079740010000,982550000
1592,ACTIVE (ISSUED),2700 4TH AVE S STE E1,,SEATTLE,KING,20180625,2066600082,419538,MMS ELEMENTAL,WA,MARIJUANA PROCESSOR,6033187730010000,981340000
1593,ACTIVE (ISSUED),3303 S 35TH ST UNIT B-10,,TACOMA,PIERCE,20180509,4242997080,426767,JUST CANNABIS COMPANY,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6041546550010000,984094723
1594,ACTIVE (ISSUED),18101 E EUCLID AVE,,SPOKANE VALLEY,SPOKANE,20180312,5094659482,416551,DRIFTBOAT,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6031908980010000,992161748
1595,ACTIVE (ISSUED),9472 ROAD U NORTHWEST,,QUINCY,GRANT,20180524,4257362781,415880,RADNESS LABS,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6035066500010000,988480000
1596,PENDING (ISSUED),31612 160TH ST SE STE B,,SULTAN,SNOHOMISH,20180620,4256988730,417221,LAURITZEN MANUFACTURING,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6034258960010000,982949711
1597,ACTIVE (ISSUED),111 N.E. RANCH DRIVE  STE C,STE C,TAHUYA,MASON,20180614,6508885101,416268,SOUTH COLBY INVESTORS,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6033678080010000,985889773
1598,ACTIVE (ISSUED),41711 STATE RT 2,#2,GOLD BAR,SNOHOMISH,20180423,2063812200,415761,KUSH GARDEN,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6035238470010000,982510000
1599,ACTIVE (ISSUED),9929 AIRPORT WAY UNIT 1,,SNOHOMISH,SNOHOMISH,20180516,4259492873,421873,SUN GROWN ORGANIX,WA,MARIJUANA PROCESSOR,6033596130010000,982968229
1600,PENDING (ISSUED),18520 67TH AVE NE,,ARLINGTON,SNOHOMISH,20180619,4258029871,416113,ROLLING FARMS,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6033528300010000,982230000
1601,ACTIVE (ISSUED),576 INDIAN DAN CANYON RD,,BREWSTER,OKANOGAN,20180508,2066795661,416647,HIGHER EDUCATION,WA,MARIJUANA PRODUCER TIER 3,6033620740010000,988120000
1602,PENDING (ISSUED),3307 N LYONS RD #101,,SPOKANE,SPOKANE,20180507,5095903818,412126,GREEN SOURCE,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6033472340010000,992249546
1603,ACTIVE (ISSUED),15612 BEST RD STE A-1,STE A-1,MOUNT VERNON,SKAGIT,20180608,4259229398,420080,STIRLING HORTICULTURE,WA,MARIJUANA PROCESSOR,6034476520010000,982738823
1604,ACTIVE (ISSUED),1171 WIND RIVER HIGHWAY,SUITE A,CARSON,SKAMANIA,20180409,2532241442,422785,FORBIDDEN CANNABIS CLUB,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6036035410010000,986100000
1605,ACTIVE (ISSUED),5258 UPPER HEDGES RD STE A,STE A,WENATCHEE,CHELAN,20180529,2538610850,417019,LA ENTERPRISES,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6034077650010000,988018931
1606,ACTIVE (ISSUED),29 HORIZON FLATS RD STE 8,,WINTHROP,OKANOGAN,20180330,5094295556,413530,FRESH GREENS,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6041989910010000,988628400
1607,PENDING (ISSUED),17917 VASHON HWY SW,,VASHON,KING,20180606,4255774533,420895,EUPHORIUM 420,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6041488560010000,980705204
1608,ACTIVE (ISSUED),1520 CENTER ST  STE D,,TACOMA,PIERCE,20180330,2085983318,413651,NORTH WEST ROOTS,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6033885800010000,984090000
1609,ACTIVE (ISSUED),30078 HIGHWAY 97 STE C,STE C,RIVERSIDE,OKANOGAN,20180327,2069092962,417280,PROPRIETARY PLANT VARIETIES,WA,MARIJUANA PROCESSOR,6033588160010000,988490000
1610,ACTIVE (ISSUED),39549 BAKER LK RD  STE A,,CONCRETE,SKAGIT,20180309,3608565104,416027,UPPER SKAGIT VENTURES,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6030144950010000,982379242
1611,ACTIVE (ISSUED),74 PIT RD,STE C,BREWSTER,OKANOGAN,20180612,8084422545,417014,BOTANICAL MADNESS,WA,MARIJUANA PRODUCER TIER 2,6034985410010000,988129676
1612,PENDING (ISSUED),11811 MUKILTEO SPEEDWAY,UNIT 111,MUKILTEO,SNOHOMISH,20180621,2065795394,421630,CANNABIS PROVISIONS INC. MUKILTEO,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6033042060010000,982755442
1613,PENDING (ISSUED),1445 INDUSTRIAL WAY UNIT 19B,,LONGVIEW,COWLITZ,20180611,3609574956,416502,COWLITZ COUNTY CANNABIS CULTIVATION,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6034347010010000,986321033
1614,ACTIVE (ISSUED),311 E EXPORT RD,,SHELTON,MASON,20180418,4152791780,417311,MAYFLOWER PARTNERS,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6034416240010000,985848559
1615,ACTIVE (ISSUED),9119 MOLLY LANE B-105,,ANACORTES,SKAGIT,20180409,3603919478,417255,NORTHWEST BOTANTICALS,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6032258470010000,982219352
1616,ACTIVE (ISSUED),23930 OSO LOOP RD   STE A,STE A,ARLINGTON,SNOHOMISH,20180328,2062958833,414136,NORTHERN GROW LLC,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6040480590010000,982235399
1617,PENDING (ISSUED),609 A SUNSET PARK DR,,SEDRO WOOLLEY,SKAGIT,20180608,3607701285,423406,SUGARLEAF FARM,WA,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6033508160010000,982841578
1618,ACTIVE (ISSUED),139 GREENACRES RD,UNIT 1,RIVERSIDE,OKANOGAN,20180330,2062555579,413337,STR8FIRE FARMS,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6032874380010000,988490000
1619,PENDING (ISSUED),16810 415TH AVE SE STE D-2,,GOLD BAR,SNOHOMISH,20180421,2068329055,414113,BOTANY 5000,WA,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,6035435410010000,982510000
1620,ACTIVE (ISSUED),1013 85TH AVE SE,STE A,TUMWATER,THURSTON,20180606,3604891108,416566,SON LUX,WA,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,6041121600010000,985015730
1621,ACTIVE (ISSUED),10707 PACIFIC AVE S SUITE D,,TACOMA,PIERCE,20180619,4254443456,414103,BLOOM,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6033549360010000,984446098
1622,ACTIVE (ISSUED),1606 HALVERSTICK RD  STE A,SUITE A,LYNDEN,WHATCOM,20180503,3609270476,412559,MARIGOLD THC,WA,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,6041193180010000,982649526
1623,ACTIVE (ISSUED),3948 3RD AVE UNIT 1,,LOON LAKE,STEVENS,20180510,4171202040,413805,HIGH LIFE CANNABIS,WA,MARIJUANA RETAILER,6035915930010000,981489683
1624,ACTIVE (ISSUED),3941 COLVILLE RD,,LOON LAKE,STEVENS,20180419,3604702621,421878,EVERGREEN STATE ENTERPRISES LLC,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6036041830010000,991480000
1625,PENDING (ISSUED),8296 AVONDALE WAY NE STE B,,REDMOND,KING,20180531,2066508928,421577,PLAUSIBLE PRODUCTS,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6035650700010000,980523302
1626,ACTIVE (ISSUED),2215 4TH AVE S,,SEATTLE,KING,20180509,2064553045,423754,DIEGO PELLICER,WA,MARIJUANA RETAILER,6032576780010000,981341516
1627,ACTIVE (ISSUED),20301 W COULEE HITE RD SITE A,,SPOKANE,SPOKANE,20180515,,413196,MARIJUANA FARM,WA,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6033552390010000,992248917
1628,ACTIVE (ISSUED),2008 N DURRY RD UNIT 2,,SPRAGUE,ADAMS,20180320,5095917100,422655,GREEN2GO TOKIO,WA,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6033031360010000,990329621
